Province	Island	Site	Area Transect	ID Transect	Data	Depth (m)	Species Richnes (spp/tran)	Density (ind/m2)	Biomass (g/m2)
swa	noronha	cagarras_noronha	40	fno_cagarras_noronha_1068	jun_2007	10	16	4.05	569.18
swa	trindade	tartarugas	40	tri_tartarugas_182	jun_2009	5	11	2.62	321.82
swa	rocas	laguna	40	roc_laguna_295	feb_2012	1	9	2.23	103.43
swa	trindade	lixo	40	tri_lixo_234	jun_2009	4	8	2.12	155.93
swa	rocas	tartarugas	40	roc_tartarugas_2735	feb_2012	3	9	8.47	179.91
swa	stpauls_rocks	boia	40	spr_boia_2720	apr_2012	32	11	12.72	851.3
swa	trindade	lixo	40	tri_lixo_10014	jun_2009	12	11	2	248.73
swa	rocas	tartarugas	40	roc_tartarugas_3884	feb_2012	3	6	4.58	17.2
swa	rocas	zulu	40	roc_zulu_1308	feb_2012	1.5	9	2.52	56.65
swa	rocas	ancoras	40	roc_ancoras_1253	feb_2012	3	12	12.68	821.84
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3728	set_2009	12	10	6.05	211.57
swa	trindade	cabritas	40	tri_cabritas_149	jun_2009	10	11	2.73	504.37
swa	noronha	conceicao	40	fno_conceicao_1087	jun_2007	1.5	9	1.73	9.54
swa	trindade	tartarugas	40	tri_tartarugas_116	jun_2009	10	10	1.8	653.01
swa	rocas	ancoras	40	roc_ancoras_14688	feb_2012	3	8	7.47	94.82
swa	rocas	zulu	40	roc_zulu_2736	feb_2012	1.5	9	12.43	1161.53
swa	trindade	farol	40	tri_farol_251	jun_2009	5	12	4.22	430.64
swa	rocas	ancoras	40	roc_ancoras_14683	feb_2012	3	6	3.4	61.48
swa	rocas	tartarugas	40	roc_tartarugas_1307	feb_2012	3	8	6.92	82.39
swa	trindade	parcel	40	tri_parcel_101	jun_2009	9	8	2.2	310.32
swa	trindade	parcel	40	tri_parcel_282	jun_2009	6	10	1.03	222.73
swa	rocas	tartarugas	40	roc_tartarugas_3674	feb_2012	3	10	6.5	514.53
swa	rocas	podes_crer	40	roc_podes_crer_3875	feb_2012	2.5	7	8.78	217.92
tea	stome	diogo_vaz	40	sto_diogo_vaz_3102	feb_2006	3	6	1.15	45.35
swa	trindade	lixo	40	tri_lixo_233	jun_2009	5	6	1.68	234.81
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9973	aug_2013	9.8	12	2.67	757.26
swa	trindade	lixo	40	tri_lixo_236	jun_2009	3	10	1.78	253.15
swa	trindade	tartarugas	40	tri_tartarugas_184	jun_2009	5	18	3.42	872.03
swa	trindade	calheta	40	tri_calheta_303	jun_2009	25	14	3.25	87.58
swa	trindade	cabritas	40	tri_cabritas_214	jun_2009	5	9	1.25	207.13
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9978	aug_2013	10	12	3.68	803.56
swa	rocas	zulu	40	roc_zulu_4088	feb_2012	1	9	4.9	165.75
swa	noronha	conceicao	40	fno_conceicao_1097	jun_2007	1.5	11	3.05	76.91
swa	trindade	eme	40	tri_eme_4850	jun_2009	3	8	2.52	476.93
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9997	aug_2013	8	11	2.75	732.84
swa	rocas	tartarugas	40	roc_tartarugas_4087	feb_2012	3	6	9.47	394.04
swa	rocas	laguna	40	roc_laguna_1952	feb_2012	2.5	9	1.48	116.07
swa	rocas	cemiterio	40	roc_cemiterio_4446	feb_2012	1	8	10.4	86.61
swa	rocas	tartarugas	40	roc_tartarugas_4664	feb_2012	2.5	7	4.95	107.08
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3746	set_2009	12	11	3.27	100.58
tea	cverde	pqp	40	cve_pqp_2313	set_2009	11.4	16	3.33	77.98
tea	cverde	pqp	40	cve_pqp_2247	set_2009	9	12	2.2	43.6
tea	cverde	curral	40	cve_curral_3257	oct_2009	6	7	1.4	15.95
tea	cverde	agua_doce	40	cve_agua_doce_2612	set_2009	10	12	6.88	173.18
swa	trindade	eme	40	tri_eme_261	jun_2009	15	11	1.9	327.27
tea	cverde	ponta_branca	40	cve_ponta_branca_3606	oct_2009	6.7	10	11.15	295.55
tea	cverde	sping_norte	40	cve_sping_norte_2431	set_2009	7.6	9	7.15	40.1
tea	cverde	ponta_branca	40	cve_ponta_branca_3605	oct_2009	7.3	14	7.5	108.85
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5122	jan_2016	10	8	6.25	319.55
tea	principe	praia_banana	40	prin_praia_banana_5230	jan_2016	3	12	1.52	125.63
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3744	set_2009	11	9	12.8	180.54
tea	cverde	ponta_praia	40	cve_ponta_praia_3711	set_2009	10	10	8.53	32.13
tea	cverde	pqp	40	cve_pqp_2280	set_2009	9	10	2.2	38.63
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5101	jan_2016	8	10	17.88	67.03
tea	cverde	ponta_praia	40	cve_ponta_praia_3713	set_2009	9.8	15	14.6	135.81
tea	cverde	pqp	40	cve_pqp_2211	set_2009	9	11	1.98	42.86
tea	cverde	agua_ruim	40	cve_agua_ruim_2920	set_2009	20	8	16.88	444.48
tea	cverde	ponta_chica	40	cve_ponta_chica_3695	set_2009	5.8	12	2.58	111.39
tea	cverde	sping_norte	40	cve_sping_norte_2409	set_2009	7	9	7.72	305.75
swa	trindade	eme	40	tri_eme_258	jun_2009	20	8	1.02	237.31
tea	principe	pedra_da_gale	40	prin_pedra_da_gale_5130	jan_2016	10	9	10.78	698.23
tea	cverde	curral	40	cve_curral_3427	oct_2009	7	10	0.98	30.4
swa	noronha	canal	40	fno_canal_1082	jun_2007	6	11	1.55	91.54
tea	cverde	agua_ruim	40	cve_agua_ruim_2865	set_2009	22	11	3.73	49.58
tea	cverde	agua_ruim	40	cve_agua_ruim_3047	set_2009	8	14	4.03	205
tea	cverde	agua_doce	40	cve_agua_doce_2769	set_2009	10	11	2.25	17.64
tea	cverde	agua_ruim	40	cve_agua_ruim_3152	set_2009	4.8	13	3.42	131.84
tea	principe	praia_banana	40	prin_praia_banana_5233	jan_2016	2	12	3.65	44.45
tea	cverde	sping_norte	40	cve_sping_norte_2516	set_2009	17	12	2.38	181.86
tea	principe	praia_banana	40	prin_praia_banana_5235	jan_2016	3	10	1.85	8.98
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5098	jan_2016	10	9	3.23	848.56
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9977	aug_2013	11	9	2.95	531
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5105	jan_2016	5	9	7.05	467.81
tea	stome	cabras_kia	40	sto_cabras_kia_3041	feb_2006	14	14	10.55	24.66
swa	trindade	tunel	40	tri_tunel_107	jun_2009	20	12	3.7	711.23
cen_atla	ascension	guano_jetty	40	asc_guano_jetty_5006	aug_2015	13	10	2.02	173.96
tea	cverde	pqp	40	cve_pqp_2291	set_2009	11.7	13	1.98	75.81
tea	cverde	ilheuzinho	40	cve_ilheuzinho_3587	set_2009	9	12	3.48	113.05
tea	cverde	ponta_chica	40	cve_ponta_chica_3697	set_2009	5.6	12	1.4	68.77
tea	cverde	agua_ruim	40	cve_agua_ruim_3141	set_2009	5	9	3.55	49.12
tea	cverde	agua_doce	40	cve_agua_doce_2780	set_2009	7	14	3.83	36.69
swa	trindade	tartarugas	40	tri_tartarugas_178	jun_2009	5	11	2.55	464.75
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9982	aug_2013	10	8	1.77	591.09
tea	cverde	agua_ruim	40	cve_agua_ruim_2898	set_2009	21	9	1.07	40.91
swa	stpauls_rocks	enseada	40	spr_enseada_2754	apr_2012	50	5	4.1	121.54
swa	trindade	cabritas	40	tri_cabritas_203	jun_2009	15	8	1.35	187.1
cen_atla	ascension	comfortless_cove	40	asc_comfortless_cove_5071	aug_2015	7	4	3.27	195.76
tea	cverde	agua_doce	40	cve_agua_doce_2656	set_2009	6	12	3.08	26.16
tea	cverde	agua_doce	40	cve_agua_doce_2813	set_2009	6.2	12	4.25	42.38
tea	cverde	ponta_branca	40	cve_ponta_branca_3592	oct_2009	7.6	7	2.02	37.18
tea	stome	santana	40	sto_santana_3126	feb_2006	9	8	1.53	19.82
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3745	set_2009	11	12	8.38	165.89
tea	cverde	curral	40	cve_curral_3290	oct_2009	6.1	11	3.27	166.9
swa	stpauls_rocks	enseada	40	spr_enseada_2746	apr_2012	25	8	10.28	634.86
tea	principe	tinhosa_grande	40	prin_tinhosa_grande_5204	jan_2016	12	6	6.3	54.53
tea	cverde	agua_doce	40	cve_agua_doce_2835	set_2009	10	15	7.1	181.55
tea	cverde	sping_norte	40	cve_sping_norte_2483	set_2009	18	14	3.55	214.3
tea	principe	praia_banana	40	prin_praia_banana_5231	jan_2016	4	10	1.3	70.96
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3740	set_2009	14.5	9	1.35	288.53
tea	cverde	curral	40	cve_curral_3279	oct_2009	7.4	9	1.8	27.7
tea	cverde	ponta_branca	40	cve_ponta_branca_3677	oct_2009	8	12	2.17	147.04
tea	cverde	ponta_chica	40	cve_ponta_chica_3681	set_2009	8	11	3.17	161.93
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3476	set_2009	8	9	0.95	251.72
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3542	set_2009	9.8	13	2.5	45.16
swa	stpauls_rocks	enseada	40	spr_enseada_2743	apr_2012	25	6	6.22	753.91
swa	stpauls_rocks	enseada	40	spr_enseada_2749	apr_2012	25	9	7.12	859.2
tea	cverde	ponta_branca	40	cve_ponta_branca_3608	oct_2009	8	10	1.7	92.71
swa	trindade	calheta	40	tri_calheta_341	jun_2009	22	8	1.2	220.85
tea	cverde	agua_doce	40	cve_agua_doce_2824	set_2009	10	14	2.9	117.86
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5121	jan_2016	11	9	12.03	1001.12
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3498	set_2009	6	10	1.15	63.04
tea	cverde	sping_norte	40	cve_sping_norte_2398	set_2009	7	9	6.12	448.96
tea	cverde	curral	40	cve_curral_3301	oct_2009	7	10	1.02	120.24
tea	cverde	enseadinha_norte	40	cve_enseadinha_norte_3572	set_2009	5.8	11	2.62	23.81
tea	cverde	sping_norte	40	cve_sping_norte_2494	set_2009	17	9	1.02	98.63
tea	cverde	pqp	40	cve_pqp_2365	set_2009	11.6	15	5.58	125.07
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3748	set_2009	12	9	1.7	45.12
tea	principe	ilheu_dos_mosteiros	40	prin_ilheu_dos_mosteiros_5095	jan_2016	7	11	6.75	132.28
tea	cverde	ponta_praia	40	cve_ponta_praia_3712	set_2009	10	11	5.67	54.98
tea	cverde	ponta_branca	40	cve_ponta_branca_3590	oct_2009	7	10	3.1	57.1
tea	cverde	curral	40	cve_curral_3268	oct_2009	7.3	6	5.33	56.92
tea	cverde	agua_doce	40	cve_agua_doce_2791	set_2009	7.6	12	2.3	60.91
tea	cverde	ponta_preta_norte	40	cve_ponta_preta_norte_3757	set_2009	10	8	11.05	247.38
tea	cverde	agua_ruim	40	cve_agua_ruim_3058	set_2009	5	13	2.95	108.9
swa	trindade	calheta	40	tri_calheta_4859	jun_2009	16	6	0.62	217.33
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5257	aug_2013	10	14	2.17	630.86
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5261	aug_2013	10	11	2.27	217.37
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5258	aug_2013	10	12	2.88	656.66
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9981	aug_2013	9.8	11	1.95	281.17
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_9980	aug_2013	10	9	2	356.6
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5260	aug_2013	10	12	2	473.32
swa	noronha	canal	40	fno_canal_1077	jun_2007	9	8	5.5	306.1
tep_south	cocos	isla_pajara	40	coc_isla_pajara_4939	nov_2014	14	10	4.28	409.05
tep_south	malpelo	arrecife	40	mal_arrecife_3815	apr_2015	16.7	25	19.57	1169.87
tea	cverde	ponta_chica	40	cve_ponta_chica_3682	set_2009	8	7	0.85	60.5
tep_south	cocos	bahia_wafer	40	coc_bahia_wafer_4925	nov_2014	6	9	1.55	32.55
tep_south	malpelo	arrecife	40	mal_arrecife_3779	apr_2015	12	17	7.9	201.34
tea	cverde	ilheuzinho	40	cve_ilheuzinho_3575	set_2009	6.9	7	2.8	213.48
tea	cverde	ponta_branca	40	cve_ponta_branca_3604	oct_2009	7.6	9	0.85	42.62
tep_north	revillagigedo_socorro	roca_oneil	250	rso_roca_oneil_4905	feb_2006	20	11	0.38	74.33
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_4910	feb_2006	25	8	1.05	490.21
tep_north	revillagigedo_socorro	roca_oneil	250	rso_roca_oneil_3751	feb_2006	20	10	0.15	44.93
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_4909	feb_2006	25	11	5.25	1615.18
tep_north	revillagigedo_san_benedicto	el_canyon	250	rsb_el_canyon_4921	feb_2006	25	14	0.6	139.71
tep_north	revillagigedo_san_benedicto	el_canyon	250	rsb_el_canyon_4882	feb_2006	25	12	1.23	214.45
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_3753	feb_2006	15	14	6.14	1082.63
tep_north	revillagigedo_socorro	cabo_pierce	250	rso_cabo_pierce_4920	feb_2006	15	11	0.24	81.25
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_4907	feb_2006	20	8	1.59	274.01
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_8978	feb_2006	20	10	2.55	346.34
tep_north	revillagigedo_roca_partida	roca_partida	250	rrp_roca_partida_4906	feb_2006	20	18	6.33	1309.54
tep_north	revillagigedo_san_benedicto	el_canyon	50	rsb_el_canyon_1158	feb_2006	25	12	1.4	38.73
tea	stome	santana	40	sto_santana_3129	feb_2006	21	6	2.15	58.65
tea	stome	santana	40	sto_santana_3131	feb_2006	27	8	3.88	45.45
tea	stome	santana	40	sto_santana_3132	feb_2006	27	8	13.05	335.93
tea	stome	diogo_vaz	40	sto_diogo_vaz_3079	feb_2006	22	4	2.17	6.59
tea	stome	santana	40	sto_santana_3138	feb_2006	16	7	13.82	481.92
tep_south	cocos	cocos	40	coc_cocos_1443	nov_2014	8	23	19.9	1604.39
tep_south	cocos	cocos	40	coc_cocos_1387	nov_2014	15	24	11.57	2142.84
tep_north	clipperton	sitio1	50	cli_sitio1_5	mar_2012	12	12	1.82	1534.7
tep_north	revillagigedo_socorro	punta_norte	250	rso_punta_norte_3735	feb_2006	20	13	1.32	445.02
tep_south	cocos	cocos	40	coc_cocos_1415	nov_2014	15	23	13.7	422.85
tep_south	cocos	cocos	40	coc_cocos_1407	nov_2014	15	21	17.07	454.6
tep_south	cocos	cocos	40	coc_cocos_1416	nov_2014	15	23	16.9	538.95
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_4898	feb_2006	15	19	0.39	110.11
tep_south	cocos	cocos	40	coc_cocos_1398	nov_2014	15	22	22.75	3959.56
tep_south	cocos	cocos	40	coc_cocos_1395	nov_2014	15	21	14.7	1243.2
tep_south	cocos	cocos	40	coc_cocos_1390	nov_2014	7	22	11.25	1426.54
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_4897	feb_2006	10	11	0.2	67.62
tep_south	cocos	cocos	40	coc_cocos_1411	nov_2014	15	22	15.4	1265.91
tep_north	revillagigedo_clarion	roca_el_cuervo	250	rcl_roca_el_cuervo_3738	feb_2006	15	14	0.26	71.59
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_4895	feb_2006	10	12	0.11	57.63
tep_north	clipperton	sitio1	50	cli_sitio1_6	mar_2012	12	17	1.12	220.95
tep_north	revillagigedo_socorro	pedro_s1	250	rso_pedro_s1_3733	feb_2006	10	14	0.16	63.43
tep_north	revillagigedo_socorro	roca_oneil	250	rso_roca_oneil_3752	feb_2006	20	6	0.21	37.52
tep_south	cocos	cocos	40	coc_cocos_1389	nov_2014	7	20	15.38	1737.88
tep_north	revillagigedo_clarion	roca_el_cuervo	250	rcl_roca_el_cuervo_3737	feb_2006	15	13	0.41	75.29
tep_south	cocos	punta_gissler	40	coc_punta_gissler_4943	nov_2014	6.5	18	5.08	821.83
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_3749	feb_2006	25	13	0.24	62.87
tep_south	cocos	bahia_chatham	40	coc_bahia_chatham_5086	nov_2014	5.6	15	5.47	1894.91
tep_south	cocos	cocos	40	coc_cocos_1447	nov_2014	7	26	19.47	1557.01
tep_north	revillagigedo_clarion	roca_el_cuervo	250	rcl_roca_el_cuervo_4892	feb_2006	20	15	0.25	75.39
tep_south	cocos	cocos	40	coc_cocos_1397	nov_2014	7	21	15.03	668.78
tep_south	cocos	cocos	40	coc_cocos_1393	nov_2014	7	20	9.22	802.22
tep_north	revillagigedo_san_benedicto	el_canyon	250	rsb_el_canyon_4888	feb_2006	20	13	0.45	221.66
tep_north	revillagigedo_socorro	punta_norte	250	rso_punta_norte_3736	feb_2006	20	15	0.31	70.84
tep_south	cocos	cocos	40	coc_cocos_1424	nov_2014	7	18	23.35	973.47
tep_north	revillagigedo_san_benedicto	el_canyon	250	rsb_el_canyon_4884	feb_2006	25	9	0.14	39.68
tep_south	cocos	cocos	40	coc_cocos_1413	nov_2014	15	19	18.02	3670.6
tep_north	revillagigedo_clarion	roca_el_cuervo	250	rcl_roca_el_cuervo_4893	feb_2006	20	16	0.27	80.28
tep_north	revillagigedo_clarion	roca_el_cuervo	250	rcl_roca_el_cuervo_4894	feb_2006	10	11	0.64	206.45
tep_south	cocos	isla_vikinga_cascara	40	coc_isla_vikinga_cascara_4940	nov_2014	7	11	2.42	40.74
tep_south	cocos	cocos	40	coc_cocos_1427	nov_2014	15	20	11.93	1175.87
tep_south	cocos	cocos	40	coc_cocos_1437	nov_2014	7	21	13.82	3253.51
tep_north	revillagigedo_san_benedicto	the_boiler_s	250	rsb_the_boiler_s_4912	feb_2006	15	10	1	400.04
tep_south	cocos	cocos	40	coc_cocos_1438	nov_2014	7	19	25.32	1141.78
tep_north	revillagigedo_socorro	pedro_s1	250	rso_pedro_s1_4890	feb_2006	10	13	0.16	48.65
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_3750	feb_2006	25	12	0.17	73.41
tep_south	cocos	isla_vikinga_cascara	40	coc_isla_vikinga_cascara_4941	nov_2014	7	9	2.33	16.8
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_4901	feb_2006	20	9	0.62	125.46
tep_south	cocos	cocos	40	coc_cocos_1414	nov_2014	15	19	20.52	1635.94
tep_south	cocos	bahia_wafer	40	coc_bahia_wafer_4926	nov_2014	10	11	4.15	384.91
tep_south	cocos	cocos	40	coc_cocos_1410	nov_2014	8	19	18.55	407.35
tep_south	cocos	cocos	40	coc_cocos_1430	nov_2014	15	22	22.32	1292.15
tep_north	clipperton	sitio1	50	cli_sitio1_8	mar_2012	20	12	1.18	596.89
tep_north	revillagigedo_clarion	roca_monumento_s	250	rcl_roca_monumento_s_4900	feb_2006	20	8	0.09	44.1
tep_south	cocos	cocos	40	coc_cocos_1396	nov_2014	15	18	12.03	842.67
tep_south	cocos	cocos	40	coc_cocos_1425	nov_2014	7	22	27.18	3232.09
tep_south	cocos	cocos	40	coc_cocos_1423	nov_2014	15	22	20.95	1679.27
tep_north	revillagigedo_socorro	pedro_s1	250	rso_pedro_s1_4891	feb_2006	10	14	0.32	129.42
tep_south	malpelo	nevera	40	mal_nevera_4972	apr_2015	10	17	13.03	1789.27
tep_south	cocos	cocos	40	coc_cocos_1445	nov_2014	15	20	14.5	1925.61
tep_south	galapagos_central	daphne	250	gcent_daphne_12005	jul_2015	6	16	6.28	648.37
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_5000	apr_2015	21	11	4.45	576.64
tep_south	cocos	isla_vikinga_cascara	40	coc_isla_vikinga_cascara_5088	nov_2014	15	10	6.33	124.93
tep_south	malpelo	arrecife	40	mal_arrecife_3762	apr_2015	21	13	5.48	118.46
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_4997	apr_2015	19.2	11	3.17	182.28
tep_south	malpelo	nevera	40	mal_nevera_4960	apr_2015	22.5	8	5.9	69.05
tep_south	galapagos_central	cousins	250	gcent_cousins_12002	jul_2015	15	24	3.67	633.66
tep_south	cocos	cocos	40	coc_cocos_1429	nov_2014	7	19	25.45	1779.42
tep_south	galapagos_floreana	champion	250	gflor_champion_11005	jul_2015	6	23	4.06	520.36
tep_south	malpelo	arrecife	40	mal_arrecife_3821	apr_2015	27.1	16	7.08	449.74
tep_south	cocos	cocos	40	coc_cocos_1402	nov_2014	7	20	22.57	1574.67
tep_south	galapagos_central	4_hermanos	250	gcent_4_hermanos_11000	jul_2015	15	27	16.91	1718.05
tep_south	galapagos_floreana	las_cuevas	250	gflor_las_cuevas_3775	jul_2015	6	19	8.26	2282.53
tep_south	galapagos_central	guy_fawkes	250	gcent_guy_fawkes_3770	jul_2015	15	19	3.48	227.33
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_5001	apr_2015	18.6	10	1.23	52.04
tep_south	malpelo	arrecife	40	mal_arrecife_3773	apr_2015	13	14	4.33	158.82
tep_south	galapagos_central	baltra	250	gcent_baltra_11002	jul_2015	6	24	6.08	552.87
tep_south	cocos	bahia_weston	40	coc_bahia_weston_4931	nov_2014	10	9	3.5	206.61
tep_south	malpelo	nevera	40	mal_nevera_4968	apr_2015	13	13	10.07	221.93
tep_south	galapagos_central	beagle	250	gcent_beagle_11004	jul_2015	6	24	6.02	755.79
tep_south	galapagos_floreana	champion	250	gflor_champion_12001	jul_2015	13	24	5.09	979.34
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_4988	apr_2015	19	21	9.32	2149.41
tep_south	galapagos_floreana	gardner	250	gflor_gardner_3767	jul_2015	6	21	3.4	175.44
tep_south	malpelo	arrecife	40	mal_arrecife_3889	apr_2015	24.3	18	12.75	640.64
tep_south	malpelo	arrecife	40	mal_arrecife_3891	apr_2015	11.6	18	16.88	610.34
tep_south	cocos	cocos	40	coc_cocos_1440	nov_2014	15	21	25.38	2160.74
tep_south	malpelo	arrecife	40	mal_arrecife_3772	apr_2015	20	15	7.67	246.85
tep_south	malpelo	arrecife	40	mal_arrecife_3807	apr_2015	10.3	18	14.12	618.57
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_4999	apr_2015	20.4	12	6.55	2291.02
tep_south	galapagos_central	4_hermanos	250	gcent_4_hermanos_11001	jul_2015	6	22	5.37	413.82
tep_south	malpelo	arrecife	40	mal_arrecife_3806	apr_2015	10.5	18	8.12	358.96
tep_north	clipperton	sitio3	50	cli_sitio3_20	mar_2012	12	14	1.2	1123.17
tep_south	cocos	cocos	40	coc_cocos_1436	nov_2014	15	19	8.18	853.08
tep_south	malpelo	pared_del_naufrago	40	mal_pared_del_naufrago_4984	apr_2015	14	21	9.5	395.02
tep_south	cocos	isla_pajara	40	coc_isla_pajara_4937	nov_2014	5.5	16	3.3	1363.18
tep_south	malpelo	arrecife	40	mal_arrecife_3787	apr_2015	10	13	4.08	158.48
tep_south	malpelo	arrecife	40	mal_arrecife_3814	apr_2015	23.7	29	10.68	935.5
tep_south	malpelo	nevera	40	mal_nevera_4967	apr_2015	14	14	16.75	607.79
tep_north	revillagigedo_socorro	pedro_s1	50	rso_pedro_s1_1172	feb_2006	10	10	1.92	75.27
tep_north	clipperton	sitio3	50	cli_sitio3_22	mar_2012	12	9	1.08	378.42
tep_south	galapagos_central	baltra	250	gcent_baltra_3757	jul_2015	15	37	5.82	940.48
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_4990	apr_2015	20	18	5.6	2568.8
tep_south	cocos	bahia_wafer	40	coc_bahia_wafer_4927	nov_2014	10	11	3.48	163.85
tep_south	malpelo	arrecife	40	mal_arrecife_3798	apr_2015	24.9	17	3.45	177.8
tep_south	malpelo	arrecife	40	mal_arrecife_3792	apr_2015	10.8	20	8.82	739.82
tep_south	malpelo	pared_del_naufrago	40	mal_pared_del_naufrago_4973	apr_2015	13.4	16	16.88	315.59
tep_south	malpelo	arrecife	40	mal_arrecife_3771	apr_2015	10	18	5.33	197.61
tep_south	malpelo	pared_del_naufrago	40	mal_pared_del_naufrago_4977	apr_2015	11.1	18	19.68	384.47
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_5003	apr_2015	16.5	12	9.78	2446.89
tep_south	malpelo	arrecife	40	mal_arrecife_3817	apr_2015	22.5	21	8.85	403.16
tep_south	malpelo	nevera	40	mal_nevera_4965	apr_2015	23.3	13	5.2	271.64
tep_south	malpelo	arrecife	40	mal_arrecife_3888	apr_2015	13.3	21	14.55	1326.28
tep_south	malpelo	arrecife	40	mal_arrecife_4957	apr_2015	10.8	25	17.3	982.4
tep_south	malpelo	arrecife	40	mal_arrecife_3794	apr_2015	12.3	18	4.5	271.91
tep_south	cocos	isla_manuelita_adentro	40	coc_isla_manuelita_adentro_4934	nov_2014	7	12	2.17	233.55
tep_south	cocos	cocos	40	coc_cocos_1403	nov_2014	7	23	29.12	9928.41
tep_south	cocos	bahia_weston	40	coc_bahia_weston_4930	nov_2014	10	16	3.08	578.14
tep_south	cocos	cocos	40	coc_cocos_1435	nov_2014	15	19	11.2	1003.7
tep_south	malpelo	pared_del_naufrago	40	mal_pared_del_naufrago_4976	apr_2015	13	18	10.55	385.91
tep_south	malpelo	arrecife	40	mal_arrecife_3791	apr_2015	19	17	11.4	513.76
tep_south	cocos	cocos	40	coc_cocos_1426	nov_2014	15	22	23.62	2741.71
tep_south	galapagos_central	beagle	250	gcent_beagle_11003	jul_2015	15	22	3.21	749.84
tep_south	malpelo	arrecife	40	mal_arrecife_3764	apr_2015	24	19	3.52	392.1
tep_south	galapagos_floreana	las_cuevas	250	gflor_las_cuevas_12016	jul_2015	15	21	3.34	684.13
tep_south	malpelo	bajo_del_junior	40	mal_bajo_del_junior_4992	apr_2015	18	18	10.1	990.71
tep_south	malpelo	arrecife	40	mal_arrecife_3793	apr_2015	21	14	5.62	453.13
tep_south	malpelo	arrecife	40	mal_arrecife_3886	apr_2015	9.3	17	5.8	352.57
tep_south	malpelo	arrecife	40	mal_arrecife_3761	apr_2015	10.6	15	6.95	192.36
tep_south	cocos	cocos	40	coc_cocos_1401	nov_2014	15	16	23.88	5436.79
tep_south	malpelo	arrecife	40	mal_arrecife_3788	apr_2015	11	12	8.68	441.14
tep_south	malpelo	arrecife	40	mal_arrecife_3805	apr_2015	16.2	22	6.65	540.81
tep_south	malpelo	arrecife	40	mal_arrecife_3763	apr_2015	17	19	9.07	361.23
tep_south	cocos	cocos	40	coc_cocos_1406	nov_2014	15	21	12.55	2621.06
tep_south	galapagos_floreana	gardner	250	gflor_gardner_3766	jul_2015	15	19	6.66	1398.9
swa	trindade	cabritas	40	tri_cabritas_150	jun_2009	10	6	0.88	252.71
swa	martin_vaz	lado_oeste	40	mvz_lado_oeste_5256	aug_2013	8	12	2.67	867.81
swa	trindade	lixo	40	tri_lixo_10020	jun_2009	8	11	3.3	1156.98
swa	trindade	lixo	40	tri_lixo_235	jun_2009	4	10	2.02	208.93
